CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,Exited,Occupation,RealisticSalary
686,France,Male,37,9,134560.62,1,1,0,0,MAYORAL STAFF VII,152771.67769837618
679,France,Male,40,1,0.0,1,1,1,0,ASSISTANT CHIEF DISTRICT ATTORNEY'S INVESTIGATOR,93116.36363636363
682,Germany,Male,36,5,72373.62,2,1,0,0,Arborist Technician,123511.13041430849
778,France,Female,34,7,109564.1,1,0,1,0,ROOFER SUPERVISOR I,149197.62327927284
742,France,Female,25,4,132116.13,2,1,0,0,MEDICAL RECORDS TECHNICIAN SUPERVISOR,137725.28192969793
649,Germany,Male,24,7,101195.23,1,0,0,0,SENIOR MUSEUM REGISTRAR,125352.64764677237
763,France,Male,67,1,149436.73,2,0,1,0,SENIOR MEDICAL TRANSCRIBER TYPIST,141387.3461438974
595,Germany,Male,30,9,130682.11,2,1,1,0,"SENIOR PROPERTY MANAGER, PORT",135196.89452253847
628,Germany,Female,51,10,115280.49,2,0,0,1,COMMUNICATIONS DISPATCHER II,157291.91876865586
625,France,Female,36,8,129944.39,2,0,0,0,Court Paralegal,140256.8391196021
733,France,Male,36,5,0.0,2,1,1,0,Electr Instrmntn Tech Wtr Poll,112323.63636363637
665,Spain,Female,32,10,0.0,1,1,1,0,IS PROJECT DIRECTOR,116890.90909090909
805,Germany,Male,56,6,151802.29,1,1,0,1,FARE COLLECTIONS RECEIVER,171447.593792509
725,France,Male,38,6,0.0,2,1,1,0,PERSONNEL CLERK,115727.27272727272
554,France,Female,38,3,138731.95,1,1,1,0,WATER AND POWER MAINTENANCE SUPERVISOR I,118020.12248196432
675,Spain,Female,35,8,155621.08,1,0,1,0,LIBRARY TECHNICAL ASSISTANT II,151669.91365443886
556,France,Female,54,4,150005.38,1,1,0,1,CHIEF BUILDING INSPECTOR,130228.78817335394
635,Spain,Female,48,2,0.0,2,1,1,0,"Deputy Dir I, MTA",92927.27272727274
601,France,Male,47,1,64430.06,2,0,1,0,Shelter Veterinarian,99800.59107910379
600,Germany,Male,53,7,106261.63,1,1,0,1,Ornamental Iron Wrk Sprv 1,139138.77665701567
758,Spain,Male,40,3,0.0,2,0,0,0,Senior Clerk Typist,109869.09090909091
606,Germany,Female,41,4,132670.53,1,1,0,1,MANAGER VIII,127356.04347377563
640,France,Female,67,3,0.0,1,0,1,0,Sheet Metal Wrk Supervisor 2,103072.72727272726
753,Germany,Female,38,1,117314.92,1,1,0,1,Track Maintenance Worker,129869.34332088234
559,Spain,Male,38,3,145874.35,1,1,0,1,Benefits Supervisor,120328.16258701256
754,Spain,Female,50,7,146777.44,2,0,1,0,Sr Light Rail Veh Equip Eng,165398.673814753
621,Germany,Male,51,4,109978.83,1,0,0,1,PS Aide to Prof,127365.89310200154
654,France,Female,37,5,0.0,1,0,1,0,FOOD SERVICE WORKER,103298.18181818182
650,Spain,Male,24,8,108881.73,1,1,0,0,SUPERVISING COURT ADMINISTRATIVE SECRETARY,129492.62250806148
831,Spain,Female,44,10,0.0,1,0,1,0,UTILITY ANALYST,147720.0
519,France,Male,39,2,112957.26,2,1,0,0,Victim/Witness Investigator 3,104383.61213699446
552,Germany,Female,42,8,103362.14,1,0,1,1,"StdntDsgnTrain1, Arch/Eng/Plng",129503.57176986228
577,Spain,Male,41,4,89015.61,1,0,1,0,PARK PATROL OFFICER,113436.3657544275
576,Spain,Male,45,5,133618.01,1,0,0,0,Engineering Assistant,129528.07925785182
646,France,Male,40,5,93680.43,2,1,1,0,"Market Research Spec, Port",126104.64237230923
711,Germany,Female,45,1,97486.15,2,1,0,0,Social Work Specialist,120723.83666241831
806,Spain,Female,37,2,137794.18,2,0,1,0,Forensic Toxicologist,144399.49966530962
670,France,Female,39,8,101928.51,1,0,0,0,MAYOR'S PROGRAM MANAGER,141138.91399129786
679,Spain,Female,28,9,0.0,2,0,1,0,TRAFFIC HEARING OFFICER,112389.09090909091
850,Spain,Female,39,6,0.0,2,1,0,0,Public SafetyComm Supv,131272.7272727273
670,Germany,Female,35,2,79585.96,1,0,1,0,Electr Maint Tech Asst Sprv,113795.89603528232
733,France,Female,24,3,161884.99,1,1,1,0,"BOARD COMMISSION MEMBER, $200 PER MEETING",141218.77994382643
764,France,Female,39,1,129068.54,2,1,1,0,IT Operations Support Admin I,134091.0239086968
673,France,Female,42,4,0.0,2,1,0,0,Patient Accounts Clerk,104032.72727272728
588,Germany,Male,49,6,132623.76,3,1,0,1,"DIRECTOR, FISCAL SERVICES",137003.04067114188
564,Spain,Male,31,5,121461.87,1,1,1,1,Porter,118817.4123943021
715,France,Male,32,8,175307.32,1,1,0,0,FORESTER,158995.8810121599
621,France,Male,31,7,136658.61,1,1,1,0,UTILITY PLUMBER SUPERVISOR I,134927.93841109678
796,Spain,Female,23,3,146584.19,2,0,0,0,Occupational Therapist,144847.0052865615
672,France,Male,34,6,0.0,1,0,0,0,ASSISTANT MEDICAL EXAMINER,107185.45454545456
527,Spain,Female,46,10,131414.76,1,1,0,0,Maintenance Planner,144484.82839010272
722,France,Female,38,3,0.0,2,0,1,0,Planner 1,105003.63636363637
596,Germany,Male,34,4,99441.21,2,0,1,0,Real Property Manager,115664.09878166433
746,France,Female,32,4,0.0,2,1,1,0,Cfdntal Sctry to City Atty,109156.36363636365
523,France,Female,26,4,0.0,2,1,0,0,Maintenance Scheduler,80214.54545454544
624,France,Male,44,3,0.0,2,1,0,0,"Gen Mgr, Public Trnsp Dept",94880.0
553,Spain,Male,38,1,181110.13,2,1,0,0,Apprentice Stationary Engineer,121125.38851437106
850,Spain,Male,33,3,100476.46,2,1,1,0,SENIOR PERSONNEL ANALYST,143028.0330551739
599,Germany,Male,33,2,51949.95,2,1,0,0,PEST CONTROL SPECIALIST,98303.35882269968
492,France,Male,35,8,121063.49,1,0,0,0,PLANNER I,121445.77979833819
707,Spain,Male,48,8,88441.64,1,1,1,1,"ACPO,JuvP, Juv Prob (SFERS)",148899.1060407326
743,France,Female,30,1,127023.39,1,1,1,0,GLAZIER,130263.76303853815
522,France,Male,41,5,144147.68,1,1,1,0,Fire Safety Inspector 2,123747.9724078772
681,Spain,Female,57,2,173306.13,1,0,1,0,Performance Analyst II,141528.22368592327
826,France,Female,49,0,0.0,1,0,0,1,ACCOUNTANT,107120.0
630,Germany,Female,28,8,106425.75,1,1,1,0,Biologist I/II,129414.38810112468
430,Germany,Female,66,6,135392.31,2,1,1,1,Undersheriff,127977.84153717551
806,France,Female,67,1,0.0,2,0,1,0,"Investigator, Tax Collector",110810.90909090909
703,Spain,Male,39,6,152685.4,1,0,0,0,Special Assistant 3,150146.05425740062
755,Germany,Female,38,1,82083.52,1,0,1,0,TRAFFIC SIGNAL ELECTRICIAN,121684.07392166133
612,Spain,Female,63,2,131629.17,2,1,0,1,Victim/Witness Investigator 2,124372.46623106473
719,France,Female,54,7,0.0,2,1,1,0,Account Clerk,128643.63636363635
554,Germany,Female,55,0,108477.27,1,0,1,1,Apprentice Cement Mason I,100421.35411712382
683,France,Male,30,4,114779.35,1,0,0,0,SENIOR HEALTH PROGRAM PLANNER,128317.53023359911
749,France,Male,41,5,57568.94,1,1,1,0,MANAGER V,130283.45289559236
724,Spain,Male,36,1,0.0,2,1,0,0,SENIOR PSYCHIATRIC SOCIAL WORKER,98152.72727272726
770,Spain,Male,30,8,0.0,2,0,1,0,ASSISTANT GENERAL SERVICES MANAGER,122218.18181818181
680,France,Male,37,4,0.0,2,1,0,0,Lab Svcs Mgr,103054.54545454546
699,France,Female,32,4,110559.46,1,1,1,0,Transit Traffic Checker,129955.65458513092
442,France,Male,34,4,0.0,2,1,0,0,"Lieut,Fire Prev",73403.63636363637
529,France,Male,46,8,0.0,1,0,0,1,ASPHALT FINISHER SUPERVISOR I,104934.54545454546
574,Spain,Male,36,3,0.0,2,1,1,0,Media/Security Sys Spec,86698.18181818182
605,France,Male,33,9,128152.82,1,0,0,0,Heating/Ventilating Inspector,138246.58324023115
515,Germany,Male,45,7,120961.5,3,1,1,1,PARKING HEARING EXAMINER,127363.20799775356
632,Germany,Male,65,6,129472.33,1,1,1,0,LEGAL RESEARCH ASSISTANT,150256.67752976372
558,France,Male,32,10,105000.23,1,1,0,0,PERSONNEL PAYROLL REPRESENTATIVE,129160.76066451015
434,Germany,Male,55,8,109339.17,2,1,0,1,Power House Operator,126227.46967583531
525,France,Female,59,6,55328.4,1,1,0,1,Carpenter,116413.10264476488
640,Germany,Male,23,3,72012.76,1,1,0,0,IS ADMINISTRATOR I,108293.9249311072
690,France,Female,36,6,110480.48,1,0,0,0,Curator 2,136856.76723529102
607,Spain,Male,34,9,132439.99,1,1,0,0,LIBRARY PAGE,140330.002835233
850,France,Female,46,3,0.0,2,1,1,0,Sen Hospital Eligibility Wrkr,122545.45454545454
780,Germany,Male,34,5,94108.54,2,1,0,0,Training Officer,139559.74826418023
616,Germany,Female,28,10,105173.99,1,0,1,1,Municipal Stadium Groundskpr,132525.95015435806
618,Spain,Female,40,8,0.0,2,1,0,0,MEDICAL SOCIAL WORK SUPERVISOR,111250.90909090909
676,France,Male,29,7,131959.86,1,0,0,0,MEDIA PRODUCTION TECHNICIAN,139131.54774180878
507,France,Male,33,7,0.0,2,1,1,0,ROOFER,89840.0
490,France,Male,34,5,122952.9,2,0,0,0,Library Assistant,111657.61504347697
678,France,Male,36,0,107379.68,1,1,1,0,CURATOR IV,115038.87543504217
637,Germany,Male,30,6,122641.56,2,1,0,0,REAL PROPERTY APPRAISER TRAINEE,130132.2518186205
602,France,Female,33,8,0.0,2,1,1,0,Emergency Medical Svcs Chief,104240.0
744,Spain,Female,30,1,124037.28,1,1,1,0,ACCOUNT CLERK,129669.66194673629
640,France,Female,50,9,117565.03,2,0,0,0,MATERIALS TESTING TECHNICIAN,153823.70031086035
684,France,Female,38,5,133189.4,1,0,0,0,CUSTOMER SERVICE AGENT TRAINEE,139203.76288643002
495,Germany,Male,39,8,120252.02,2,1,1,0,SENIOR FOOD SERVICE SUPERVISOR,124520.81502529935
559,Germany,Female,28,3,152264.81,1,0,0,0,SUPERVISING PHYSICIAN SPECIALIST,119129.11034160957
684,France,Male,38,5,105069.98,2,1,1,0,Mental Hlth Treatment Spec,132479.2589254792
613,France,Male,42,7,115076.06,1,1,1,0,Materials Testing Aide,135806.66755407272
794,France,Male,30,8,0.0,2,1,1,0,DEPUTY DIRECTOR I,125098.18181818181
736,France,Female,42,7,117280.23,3,0,0,1,"Asst Clk, Board of Supervisors",151093.77479510434
692,Germany,Male,49,6,110540.43,2,0,1,0,Undersheriff,144202.01282433764
703,Spain,Male,36,7,135095.47,1,1,0,0,Audiometrist,147575.94585565507
720,Germany,Male,23,0,187861.18,2,1,1,0,Events & Facilities Specialist,139325.2953659392
777,Germany,Male,44,3,124655.59,2,0,1,0,EXECUTIVE SECRETARY III,143050.2524415391
653,France,Male,44,8,0.0,2,1,1,0,SURVEY ASSOCIATE,118360.0
552,France,Female,38,9,134105.01,1,0,0,0,"Inspector, Weights & Measures",137400.90452212183
708,France,Female,34,4,0.0,1,1,1,0,Emergency Services Coord III,105323.63636363635
647,France,Female,40,9,0.0,2,0,1,0,"Ex Asst to Admin, SFGH",118367.27272727274
597,Germany,Male,52,8,83693.34,2,1,1,0,Public Service Aide-Admin,137472.6841206904
501,France,Male,42,9,114631.23,1,0,1,0,Sheriff's Captain,129896.65413511482
709,France,Male,44,9,128601.98,1,1,0,0,Pilot of Fire Boats,159833.99577573506
621,Germany,Female,34,2,91258.52,2,1,0,0,ASSISTANT CHIEF DISTRICT ATTORNEY'S INVESTIGATOR,110525.46458741656
799,France,Male,70,8,70416.75,1,1,1,0,Account Clerk,171628.61726817957
675,France,Female,33,6,0.0,2,1,0,0,FISCAL TECHNICIAN,107000.0
561,France,Female,35,5,0.0,2,1,0,0,ACCOUNTANT,91229.09090909091
707,France,Female,42,10,0.0,2,1,1,0,Mayoral Staff XIV,131021.81818181818
670,France,Male,33,6,88294.6,1,1,0,0,Water Const&Main Supt,127514.85185080525
649,Spain,Female,32,7,0.0,1,1,0,0,Benefits Technician,106243.63636363635
524,France,Male,28,1,93577.3,1,1,1,0,AIRPORT NOISE ABATEMENT SPECIALIST,95803.61613289428
689,Germany,Female,30,5,136650.89,1,1,1,1,Attorney (Civil/Criminal),136995.18315228738
573,Spain,Female,72,8,98765.84,1,1,1,0,"Counselor, Log Cabin Ranch",152742.59017870924
657,France,Male,33,1,84309.57,2,0,0,0,Victim/Witness Investigator 3,110001.86811147108
686,Spain,Male,39,10,136258.06,1,0,0,0,Animal Control Officer,158359.4232429734
683,France,Female,29,9,0.0,2,1,1,0,IS Administrator-Supervisor,113687.27272727274
753,Germany,Female,47,1,131160.85,1,1,0,0,AUTOMOTIVE MECHANIC,133998.65357372066
520,Spain,Female,30,4,145222.99,2,0,0,0,IS Engineer-Journey,116037.85030299463
547,Germany,Male,25,4,98141.57,2,1,1,0,Health Care Billing Clerk 2,106200.57440402487
653,France,Male,47,6,0.0,1,1,0,1,Asphalt Worker,111996.36363636362
648,Spain,Female,28,9,102282.61,1,1,1,0,Media Programming Spec,133129.04833642725
639,France,Female,37,4,116121.84,2,0,1,0,Wire Rope Cable Maint Sprv,125904.0290723761
711,France,Female,25,5,190066.54,1,0,0,1,Assistant Inspector 3,150136.32354830165
484,Germany,Female,55,8,149349.58,3,0,0,1,Customer Service Agent Supv,141795.59592183423
721,France,Male,36,1,155176.83,2,1,1,0,MAYOR'S PROGRAM MANAGER,134901.8571190326
548,Germany,Male,32,2,98986.28,1,1,1,0,Senior Transit Traffic Checker,103249.85185759902
679,France,Male,41,8,147726.98,3,1,0,1,"TRACK MAINTENANCE SUPERINTENDENT,MUNICIPAL RAILWAY",154625.74768366927
553,France,Male,41,1,0.0,2,1,0,0,Arborist Technician Supervisor,78087.27272727274
757,France,Male,36,7,144852.06,1,0,0,0,ASSISTANT INDUSTRIAL HYGIENIST,156389.1457616408
581,France,Male,54,4,89299.81,1,0,0,1,Special Assistant 18,118711.60233108627
718,Spain,Male,40,9,0.0,2,0,0,0,"Manager VIII, MTA",126887.27272727274
625,France,Male,41,6,97663.16,2,1,0,0,WORKER'S COMPENSATION ADJUSTER,128718.89426934622
744,Spain,Male,39,4,95161.75,1,1,0,0,Med Staff Svcs Dept Anl,134218.8865995172
799,Germany,Male,31,9,154586.92,1,0,1,1,SENIOR FARE COLLECTIONS RECEIVER,166211.69458998635
751,Spain,Female,34,8,127095.14,2,0,0,0,Employment & Training Spec 3,153240.92139952845
781,Germany,Male,35,7,92526.15,2,1,1,0,ASSISTANT INDUSTRIAL HYGIENIST,146119.51588239745
777,Germany,Female,46,0,107362.8,1,1,0,0,MUSEUM PREPARATOR,126914.83873631721
704,Spain,Female,24,2,0.0,1,1,0,1,HSA Sr Eligibility Worker,96843.63636363635
539,France,Female,47,2,127286.04,2,1,1,1,PHYSICAL THERAPY AIDE,111664.7552192859
716,France,Female,29,6,0.0,2,1,1,0,TRAF SIGNAL ELECTRICIAN SUP II,109738.18181818182
670,France,Male,37,2,0.0,2,1,1,0,"Station Agent, Muni Railway",95127.27272727274
555,France,Male,40,10,139930.18,1,1,1,0,Apprentice Cement Mason I,144426.66830620717
679,Germany,Female,30,4,77949.69,1,1,1,0,Architectural Assistant 2,119030.05146801744
571,France,Male,38,1,121405.04,1,1,1,0,Ct Comp Facilities Coord,109007.45837947047
512,Spain,Female,35,5,124580.69,1,1,1,0,COURT COMPUTER APPLICATIONS PROGRAMMER,115141.43169574256
697,France,Male,35,5,133087.76,1,1,0,0,"Board Scty, MTA",139375.82023971278
424,Spain,Male,34,7,0.0,1,1,1,0,Criminalist I,80516.36363636363
684,France,Female,43,7,0.0,2,1,0,0,ASSOCIATE AFFIRMATIVE ACTION COORDINATOR,117443.63636363637
697,Spain,Male,62,7,0.0,1,1,0,1,STORES AND EQUIPMENT ASSISTANT SUPERVISOR,131094.54545454544
580,Germany,Male,45,8,103741.14,1,1,0,1,ARCHITECTURAL ADMINISTRATOR,135136.02436025647
600,France,Female,32,7,98877.95,1,1,0,0,ELIGIBILITY WORKER,124009.4002672197
521,France,Male,37,5,105843.26,2,1,1,0,Supv Chemist,112649.63636133916
664,Spain,Male,44,7,77526.66,3,0,0,1,Head Airport Electrician,134219.796775655
634,France,Male,77,5,0.0,2,1,1,0,Diagnostic Imaging Tech IV,119080.0
445,France,Female,33,7,0.0,2,1,0,0,Transit Paint Shop Sprv1,82400.0
702,Germany,Female,36,2,105264.88,2,1,1,0,Senior Data Entry Operator,123958.59476346098
485,France,Male,37,5,0.0,2,0,1,0,Electrician Supervisor 2,83018.18181818182
582,Germany,Female,40,3,110150.43,1,1,1,1,Parking Meter Repairer,115090.56604746281
605,Spain,Female,57,2,0.0,3,1,0,1,SENIOR LIGHT RAIL VEHICLE EQUIPMENT ENGINEER,90963.63636363635
628,France,Male,25,7,0.0,2,1,1,0,Asst Dir Clinical Svcs 2,99269.09090909091
604,Spain,Female,28,6,0.0,2,1,1,0,Senior Street Inspector,95752.72727272728
724,Germany,Male,31,9,138166.3,1,1,0,0,WELDER,153284.85242072152
567,Germany,Male,40,7,122265.24,1,1,0,0,ELECTRONIC MAINTENANCE TECHNICIAN,130733.16739861845
779,Spain,Female,55,0,133295.98,1,1,0,1,Treasurer,133356.52325292712
785,France,Male,36,2,0.0,1,0,1,0,"ASSISTANT DEPUTY DIRECTOR, PORT",108745.45454545454
563,France,Female,32,0,148326.09,1,1,0,1,WIRE ROPE CABLE MAINTENANCE MECHANIC,111030.83758190426
821,Germany,Female,31,2,68927.57,1,1,1,0,Automotive Mechanic Asst Sprv,128639.76612061531
747,France,Female,47,5,139914.6,4,0,1,1,BAKER,152462.94249067781
600,Germany,Female,58,8,118723.11,1,0,0,1,"Court Invstgtor, Superior Crt",150573.37189990346
625,Spain,Male,32,7,106957.28,1,1,1,0,ELECTRICIAN SUPERVISOR II,128941.49867418644
773,France,Female,41,7,190238.93,1,1,1,0,Specialist in Aging 2,172344.8217787259
726,France,Female,53,1,113537.73,1,0,1,0,COURT TRAINING SPECIALIST,127089.69899394031
641,Spain,Female,40,4,101090.27,1,1,1,0,Industrial Injury Investigator,123640.27468856525
649,France,Female,46,2,0.0,2,1,1,0,Child Care Specialist,94243.63636363635
434,Spain,Male,33,3,0.0,1,1,1,0,Pilot of Fire Boats,69080.0
738,France,Female,38,7,0.0,2,0,0,0,Dep Dir I,120741.81818181818
762,Spain,Female,60,10,168920.75,1,1,0,1,Dep Dir V,194381.3180611951
507,Germany,Male,31,9,111589.67,1,1,0,0,EMERGENCY PLANNING COORDINATOR,120889.29267931417
606,Germany,Female,27,6,172310.33,1,0,1,0,SENIOR MUSEUM PREPARATOR,136653.72352169687
655,Germany,Male,34,7,118028.35,1,1,0,1,ANIMAL KEEPER,136461.77180906036
697,Germany,Male,51,1,147910.3,1,1,1,0,"Manager VIII, MTA",131647.7688152552
504,Germany,Male,42,7,131287.36,2,1,1,0,PRINCIPAL CIVIL ENGINEER,126603.45274602059
653,France,Female,74,0,121276.32,1,1,1,0,CURATOR IV,115362.13070573793
660,Spain,Male,38,6,109869.32,1,1,1,0,IS Programmer Analyst,134201.52296170057
652,France,Female,34,6,97435.85,2,1,1,0,MEDIA/SECURITY SYSTEMS SPECIALIST,128086.35332870156
669,France,Female,42,9,0.0,2,0,0,0,WHARFINGER I,122643.63636363637
594,France,Male,35,2,133853.27,1,1,1,0,POWER GENERATION TECHNICIAN II,117653.43045971736
756,Germany,Male,32,0,109528.16,2,1,1,0,Nurse Practitioner,124912.66491825426
642,France,Female,33,4,84607.34,2,0,1,0,MANAGER VI,117273.07710313777
486,Germany,Male,37,1,101438.0,1,0,0,0,CHILD SUPPORT OFFICER II,93941.61297876324
804,France,Male,55,7,0.0,2,1,1,0,MAYORAL STAFF IX,139480.0
629,France,Male,59,9,113657.83,1,1,1,1,DEPARTMENT HEAD II,158932.9652729448
581,Spain,Female,44,7,189318.16,2,1,0,1,Biologist,150993.718903161
667,France,Male,31,3,99513.91,1,1,1,0,Senior Social Worker,120292.39341743749
667,Spain,Male,35,4,97585.32,2,0,0,0,Occupational Therapist,124103.91590379113
679,France,Male,29,3,0.0,2,1,1,0,"SENIOR STATIONARY ENGINEER, WATER TREATMENT PLANT",97389.09090909091
680,France,Female,43,4,0.0,2,1,1,0,"Senior Property Manager, Port",105236.36363636365
644,Spain,Male,32,3,136659.74,1,1,1,0,CUSTOMER SERVICE AGENT TRAINEE,126688.20864033607
571,France,Female,30,4,85755.86,1,1,0,0,Arborist Technician,107936.82614135194
627,Spain,Female,35,7,0.0,1,1,0,0,ARCHITECT,105512.72727272726
536,France,Male,39,4,0.0,2,1,0,0,ORTHOPEDIC TECHNICIAN II,86501.81818181818
599,Spain,Male,33,4,51690.89,1,1,0,1,Senior Emp Relations Repres,104241.40697603556
744,Spain,Male,34,3,0.0,2,1,0,0,SENIOR PSYCHIATRIC SOCIAL WORKER,106552.72727272728
709,France,Female,34,2,111669.68,1,1,0,0,Sheet Metal Worker,125966.60816248324
653,Germany,Male,31,2,154741.45,2,0,0,0,ANIMAL CARE SUPERVISOR,129001.37630903882
648,Germany,Male,31,7,125681.51,1,0,1,0,IS ADMINISTRATOR II,135542.86462117673
663,Germany,Female,37,8,155303.71,1,1,0,0,"INVESTIGATOR, OFFICE OF CITIZEN COMPLAINTS",151608.562955291
613,Germany,Female,43,4,140681.68,1,0,1,0,Sprv Electronic Main Tech,130839.10998010822
620,France,Male,28,9,71902.52,1,0,1,0,SUPERVISING PHYSICIAN SPECIALIST,122503.9256724803
661,France,Male,51,6,146606.6,1,1,1,0,MAYORAL STAFF V,150197.8189800271
669,Germany,Male,45,1,123949.75,1,0,0,0,Media Training Specialist,122012.36630566907
767,Germany,Female,33,1,144753.21,1,1,1,0,IS Business Analyst-Senior,137656.41577263502
491,France,Female,72,6,91285.22,1,1,1,0,ASSISTANT CONSTRUCTION INSPECTOR,128022.75874088233
653,France,Male,43,0,0.0,2,1,0,0,PUBLIC SERVICE AIDE-ASSISTANT TO PROFESSIONALS,86360.0
679,Germany,Male,58,8,125850.53,2,1,1,0,Emergency Services Coord I,161757.8296739742
687,France,Male,28,7,108116.66,1,1,1,0,STABLE ATTENDANT,134113.29932824336
837,France,Female,38,2,0.0,2,1,1,0,COUNSELOR II,115349.09090909091
850,France,Male,28,8,67639.56,2,1,1,0,Traf Signal Electrician Sup I,146539.02295187226
663,Spain,Female,53,6,150200.23,1,0,1,1,Senior Const Inspector,152388.11205428976
547,Spain,Female,22,7,141287.15,1,1,0,0,Health Program Coordinator 1,121427.53899641086
627,France,Female,41,6,0.0,3,1,1,1,Chf Payroll & Personnel Clerk,105603.63636363637
707,France,Male,37,1,0.0,2,0,1,0,ACCOUNTANT,96203.63636363635
629,France,Female,43,0,0.0,2,1,1,0,Electrical Line Helper,83480.0
687,France,Female,36,4,97157.96,1,0,1,0,Asphalt Plant Supervisor 1,126765.35300397356
588,France,Female,36,2,0.0,2,1,0,1,Window Cleaner Supervisor,85105.45454545453
502,Germany,Female,33,6,125241.17,2,1,1,0,Eligibility Worker,116190.28858131204
793,Germany,Male,54,2,128966.13,1,0,0,1,PATIENT ACCOUNTS MANAGER,143819.26075983496
727,Germany,Male,59,5,152581.06,1,1,0,1,Parking Control Officer,158546.55683929098
632,Spain,Female,32,1,0.0,2,1,0,0,Assistant Law Librarian,86749.09090909091
474,Germany,Female,37,5,142688.57,2,1,1,0,CURATOR III,115820.85768231454
850,Germany,Female,31,1,130089.56,2,1,1,0,"COORDINATOR, HUMAN RIGHTS COMMISSION",143927.91884328233
584,France,Male,36,9,0.0,1,1,1,0,Water Meter Shop Supervisor 1,107534.54545454547
713,France,Female,32,1,117094.02,1,0,0,1,HEALTH CARE BILLING CLERK I,124471.06254626041
742,Spain,Male,24,8,0.0,2,1,0,0,Court Staff Attorney II,114494.54545454544
607,France,Female,39,10,0.0,3,1,0,1,SHERIFF'S CADET,116294.54545454546
761,Spain,Female,34,2,0.0,2,1,0,0,Real Property Appraiser,105501.81818181818
600,France,Male,49,7,90218.9,1,1,0,0,IS Business Analyst-Assistant,132756.8489044514
650,Spain,Male,42,4,194532.66,1,1,0,1,MATERIALS AND SUPPLIES SUPERVISOR,147793.44650179753
850,Germany,Male,56,1,169743.83,1,0,0,1,Bricklayer,155683.60471485744
501,France,Female,34,5,0.0,1,1,0,0,Safety Officer,83574.54545454546
418,France,Male,34,8,155973.88,1,1,0,0,Accountant I,120187.00984364537
797,Spain,Male,59,4,129321.44,1,1,1,0,MEDICAL RECORDS TECHNICIAN,156020.59355638633
788,Germany,Female,42,6,138650.49,2,1,0,0,FIRE FIGHTER PARAMEDIC,158626.096608098
699,Spain,Male,43,2,136487.86,2,1,0,0,Cement Mason,132338.0141899627
616,France,Male,18,6,0.0,2,1,1,0,Public Safety Comm Tech,91738.18181818182
651,France,Female,41,4,38617.2,1,1,1,0,Unit Clerk,110264.0436343189
654,France,Female,28,7,0.0,2,1,0,0,Heating/Ventilating Inspector,104298.18181818181
676,France,Female,34,8,82909.14,1,1,0,1,WIRE ROPE CABLE MAINTENANCE SUPERVISOR,133674.24072053249
708,Germany,Female,54,8,145151.4,1,0,1,1,Real Property Manager,166944.36656818783
499,Spain,Female,42,0,147187.84,1,1,1,1,PLANNER IV,103078.6354300266
689,France,Male,39,4,0.0,2,1,0,0,Manager III,104861.81818181818
850,Spain,Male,54,7,108185.81,2,0,0,1,Victim/Witness Investigator 2,170235.2904682969
502,France,Male,30,4,0.0,2,1,1,0,Marine Engineer of Fire Boats,79149.09090909091
643,France,Male,34,7,0.0,2,0,1,0,Diagnostic Imaging Tech II,106796.36363636363
762,France,Male,28,2,0.0,2,1,0,0,PRINCIPAL ADMINISTRATIVE ANAYLST II,104530.90909090909
719,France,Male,49,5,105918.1,1,1,1,0,Contract Compliance Officer 2,141882.07912231688
789,France,Male,27,6,0.0,2,1,0,0,Dietitian,117407.27272727272
553,Spain,Male,42,7,0.0,2,1,0,0,SENIOR ADMINISTRATIVE ANALYST,101087.27272727274
448,Spain,Male,25,2,0.0,2,0,0,0,EXECUTIVE CONTRACT EMPLOYEE,66305.45454545454
632,Germany,Male,42,6,59972.26,2,0,1,0,NURSE MANAGER,121090.91232351458
669,Spain,Male,25,7,157228.61,2,1,0,0,Park Section Supervisor,141788.88531167083
654,Spain,Male,34,5,0.0,2,1,0,0,Senior Plumbing Inspector,101934.54545454546
726,France,Female,38,4,0.0,2,0,0,0,PRINCIPAL PERMIT AND CITATION CLERK,108938.18181818182
596,France,Male,21,4,210433.08,2,0,1,1,PARKING METER REPAIRER,137479.52392825746
733,Germany,Female,30,1,102452.71,1,1,0,0,"Rep, Human Rights Comm",123187.90802505439
529,Spain,Female,35,5,0.0,2,1,0,0,SUPERVISING PHARMACIST,87389.09090909091
493,France,Female,37,8,142987.46,2,1,0,0,Electrician Supervisor II,128263.24360272041
615,Spain,Female,29,7,143330.56,2,1,1,0,IT Operations Support Admn III,134530.74739773283
600,France,Female,49,6,0.0,1,0,1,1,ASSISTANT DIRECTOR OF CLINICAL SERVICES I,106727.27272727274
666,France,Male,36,4,120165.4,2,1,0,0,TRANSIT MANAGER II,129747.37336610544
644,Spain,Male,54,6,0.0,1,0,1,0,Emergency Services Coord IV,114734.54545454544
692,France,Female,36,4,0.0,1,1,0,1,CHIEF ADULT PROBATION OFFICER,104130.90909090909
707,France,Male,73,6,66573.17,1,1,1,0,Shelter Service Rep,148578.5509210315
603,France,Male,40,4,102833.46,2,1,1,0,"AprntcStatnry Eng,WtrTreatPlnt",119497.14274842174
671,France,Female,34,5,164757.56,1,1,0,0,COMMUNICATIONS DIRECTOR,143374.81988469354
